Origin,Destination,dist_da_t_op,time_da_t_op,toll_op,hbw_lo_pk,hbw_med_pk,hbw_hi_pk,hbc_hi_op,hbs_hi_op,hbo_hi_op,nhb_hi_op
1,1,1.5,4.1,0,0.315,0.025,-0.116,-0.008,1.061,0.215,0.076
1,2,2.8,6.8,0,-0.151,-0.23,-0.276,-0.069,0.831,0.132,0.006
1,3,6.1,12.7,0,-0.663,-0.54,-0.503,-0.239,0.411,-0.046,-0.222
1,4,8.2,16.1,0,-0.84,-0.67,-0.607,-0.335,0.303,-0.134,-0.332
1,5,5.7,10.7,0,-0.471,-0.438,-0.434,-0.2,0.487,-0.001,-0.187
1,6,7.4,12.1,0,-0.824,-0.586,-0.504,-0.247,0.386,-0.027,-0.197
1,7,8.8,13.6,0,-0.838,-0.637,-0.56,-0.293,0.348,-0.088,-0.255
1,8,9.5,17.7,0,-1.102,-0.802,-0.691,-0.368,0.272,-0.182,-0.422
1,9,10.6,18,0,-1.175,-0.836,-0.707,-0.391,0.239,-0.2,-0.427
1,10,11.8,17.6,0,-1.529,-0.99,-0.793,-0.407,0.219,-0.235,-0.452
1,11,3.4,6.8,0,-0.11,-0.161,-0.259,-0.08,0.786,0.117,-0.01
1,12,6.1,10.2,0,-0.762,-0.613,-0.562,-0.208,0.563,-0.015,-0.16
1,13,7.5,13.2,0,-0.899,-0.685,-0.607,-0.259,0.395,-0.027,-0.11
1,14,9,13.2,0,-1.229,-0.863,-0.739,-0.313,0.321,-0.126,-0.305
1,15,11.9,18.2,0,-1.586,-1.054,-0.872,-0.438,0.191,-0.244,-0.535
1,16,13.4,18.8,0,-1.713,-1.17,-0.982,-0.454,0.163,-0.26,-0.515
1,17,14.9,20.5,0,-1.795,-1.23,-0.99,-0.581,0.072,-0.379,-0.772
1,18,17.3,21.9,0,-1.866,-1.298,-1.056,-0.58,0.046,-0.401,-0.738
1,19,14.2,18.8,0,-1.679,-1.108,-0.892,-0.479,0.145,-0.299,-0.583
1,20,15.9,21.9,0,-2.135,-1.375,-1.081,-0.826,0.057,-0.378,-0.722
1,21,20,24.7,0,-2.493,-1.559,-1.225,-0.675,-0.047,-0.491,-0.869
1,22,22.3,27.5,0,-2.716,-1.695,-1.323,-0.763,-0.133,-0.58,-0.982
1,23,19.6,24,0,-2.203,-1.519,-1.23,-0.67,-0.042,-0.49,-0.859
1,24,23.8,28.9,0,-2.922,-2.054,-1.667,-0.83,-0.203,-0.688,-1.107
1,25,20.9,25.2,0,-2.282,-1.67,-1.362,-0.72,-0.091,-0.566,-0.945
1,26,22,27.3,0,-2.479,-1.745,-1.412,-0.761,-0.132,-0.58,-0.98
1,27,21.6,26.9,0,-2.598,-1.753,-1.408,-0.753,-0.124,-0.57,-0.969
1,28,24.1,31.8,0,-2.891,-1.943,-1.552,-0.856,-0.228,-0.675,-1.121
1,29,12.5,16.5,0,-1.565,-1.11,-0.975,-0.415,0.229,-0.242,-0.512
1,30,14.1,19.9,0,-1.716,-1.203,-1.039,-0.483,0.142,-0.293,-0.585
1,31,16,23.8,0,-2.21,-1.454,-1.197,-0.585,0.038,-0.392,-0.734
1,32,14.9,18.8,0,-2.077,-1.375,-1.137,-0.475,0.162,-0.291,-0.578
1,33,16.9,20.8,0,-2.409,-1.614,-1.344,-0.565,0.053,-0.384,-0.681
1,34,19.2,24,0,-2.058,-1.577,-1.369,-0.658,-0.038,-0.472,-0.837
1,35,32.8,40.5,0,-4.781,-3.083,-2.496,-1.213,-0.584,-1.036,-1.529
1,36,31.8,38.7,0,-4.581,-2.971,-2.406,-1.154,-0.523,-0.974,-1.471
1,37,30.3,37.8,0,-4.352,-2.733,-2.172,-1.052,-0.424,-0.857,-1.371
1,38,34.7,43.1,0,-5.022,-3.219,-2.591,-1.291,-0.665,-1.106,-1.36195
1,39,25.9,32.4,0,-3.343,-2.227,-1.781,-0.956,-0.322,-0.796,-1.405
1,40,27.3,32.3,0,-4.122,-2.73,-2.236,-0.992,-0.365,-0.813,-1.208
1,41,26.8,32.4,0,-4.038,-2.651,-2.145,-0.954,-0.325,-0.766,-1.209
1,42,28.4,33.4,0,-4.122,-2.722,-2.225,-1.025,-0.399,-0.832,-1.253
1,43,30.7,35.2,0,-4.408,-2.884,-2.346,-1.088,-0.462,-0.899,-1.349
1,44,32.8,37.3,0,-4.505,-2.92,-2.374,-1.18,-0.552,-0.995,-1.459
1,45,32.5,37.3,0,-4.091,-2.656,-2.16,-1.126,-0.497,-0.938,-1.332
1,46,29.6,37.8,0,-3.795,-2.476,-2.017,-1.049,-0.414,-0.85,-1.18
1,47,30.3,38.3,0,-3.653,-2.379,-1.943,-0.929,-0.301,-0.743,-1.21
1,48,23.1,29.1,0,-3.293,-2.132,-1.734,-0.818,-0.199,-0.614,-0.973
1,49,17.7,21.8,0,-2.368,-1.604,-1.344,-0.598,0.03,-0.42,-0.751
1,50,21.2,27.3,0,-3.095,-2.023,-1.656,-0.753,-0.126,-0.557,-0.919
1,51,22.9,29,0,-3.194,-2.174,-1.824,-0.816,-0.193,-0.628,-1.033
1,52,19.9,24.1,0,-2.857,-1.914,-1.577,-0.701,-0.068,-0.517,-0.845
1,53,23.9,30.1,0,-2.548,-1.966,-1.784,-0.873,-0.252,-0.688,-1.088
1,54,25.3,30.1,0,-2.515,-2.022,-1.951,-0.939,-0.306,-0.76,-1.11
1,55,25,30.4,0,-2.792,-2.276,-2.204,-1.089,-0.594,-0.892,-1.343
1,56,26.3,31.7,0,-3.189,-2.554,-2.253,-1.143,-0.388,-0.894,-1.218
1,57,26.3,31.3,0,-3.254,-2.441,-2.114,-0.959,-0.329,-0.804,-1.186
1,58,28.5,33.5,0,-4.058,-2.76,-2.29,-1.035,-0.418,-0.838,-1.25
1,59,30.7,40,0,-3.981,-2.775,-2.321,-1.156,-0.525,-0.968,-1.402
1,60,30.1,39.9,0,-4.091,-2.867,-2.402,-1.172,-0.532,-0.976,-1.435
1,61,27.4,34.5,0,-3.049,-2.39,-2.188,-1.032,-0.403,-0.843,-1.24
1,62,27,33.6,0,-2.619,-2.11,-2.026,-0.989,-0.367,-0.783,-1.183
1,63,34.3,40.2,0,-4.641,-3.006,-2.444,-1.246,-0.617,-1.055,-1.517
1,64,34,43.4,0,-4.551,-3.066,-2.518,-1.271,-0.644,-1.083,-1.575
1,65,29.8,37.4,0,-4.668,-3.145,-2.602,-1.239,-0.611,-1.061,-1.504
1,66,32.8,41,0,-4.605,-3.129,-2.575,-1.248,-0.614,-1.058,-1.36195
1,67,38.5,45.3,0,-5.082,-3.25,-2.621,-1.365,-0.733,-1.176,-1.36195
1,68,27.1,33.7,0,-3.417,-2.475,-2.088,-1.003,-0.377,-0.835,-1.219
1,69,29.8,39.6,0,-4.109,-2.891,-2.412,-1.221,-0.596,-1.071,-1.523
1,70,31.5,39.4,0,-4.002,-2.833,-2.413,-1.154,-0.513,-0.969,-1.421
1,71,34.6,43.9,0,-4.452,-3.102,-2.6,-1.292,-0.665,-1.112,-1.628
1,72,32.7,39,0,-4.215,-3.024,-2.571,-1.231,-0.601,-1.059,-1.537
1,73,30.5,36.3,0,-4.089,-2.812,-2.342,-1.111,-0.489,-0.93,-1.362
1,74,29.8,34.8,0,-3.923,-2.782,-2.357,-1.084,-0.455,-0.911,-1.323
1,75,32.2,38,0,-4.047,-2.863,-2.424,-1.16,-0.523,-0.981,-1.423
1,76,30.6,36,0,-3.957,-2.874,-2.472,-1.148,-0.563,-0.962,-1.408
1,77,33.8,39.5,0,-3.776,-2.834,-2.504,-1.23,-0.597,-1.035,-1.504
1,78,32.8,38,0,-3.903,-2.903,-2.531,-1.191,-0.573,-1.014,-1.464
1,79,31.1,37.4,0,-4.396,-3.052,-2.548,-1.155,-0.527,-0.974,-1.391
1,80,33.4,38.8,0,-4.423,-3.104,-2.601,-1.211,-0.595,-1.026,-1.472
1,81,34.4,42.2,0,-5.108,-3.296,-2.664,-1.264,-0.633,-1.073,-1.567
1,82,38.7,46.4,0,-5.622,-3.526,-2.806,-1.41,-0.785,-1.224,-1.36195
1,83,41.4,49.5,0,-5.602,-3.677,-2.942,-1.514,-0.889,-1.327,-1.89
1,84,38.2,44.6,0,-5.041,-3.429,-2.802,-1.383,-0.759,-1.19,-1.674
1,85,35.1,40.4,0,-4.031,-3.032,-2.644,-1.271,-0.644,-1.098,-1.573
1,86,38.3,44.9,0,-5.208,-3.83,-3.169,-1.831,-0.843,-1.429,-1.937
1,87,39.5,46.3,0,-4.907,-3.484,-2.889,-1.451,-0.822,-1.275,-1.81
1,88,37.4,42.9,0,-4.503,-3.268,-2.757,-1.357,-0.73,-1.176,-1.671
1,89,37.1,42.6,0,-4.657,-3.298,-2.749,-1.347,-0.721,-1.165,-1.675
1,90,35.7,40.5,0,-4.449,-3.161,-2.65,-1.29,-0.663,-1.108,-1.584
1,91,36.1,43.8,0,-4.262,-3.176,-2.753,-1.348,-0.722,-1.168,-1.71
1,92,36.6,42.4,0,-4.322,-3.221,-2.764,-1.336,-0.706,-1.154,-1.675
1,93,35.5,40.3,0,-4.085,-3.079,-2.678,-1.288,-0.66,-1.11,-1.607
1,94,35.5,40.5,0,-3.924,-3.094,-2.757,-1.345,-0.716,-1.188,-1.708
1,95,35.2,40.4,0,-3.091,-2.532,-2.45,-1.245,-0.626,-1.067,-1.556
1,96,36.5,41.8,0,-3.875,-3.082,-2.767,-1.372,-0.746,-1.217,-1.722
1,97,37.2,43.9,0,-4.005,-3.168,-2.846,-1.415,-0.784,-1.248,-1.915
1,98,34.5,39.8,0,-3.332,-2.659,-2.488,-1.227,-0.602,-1.056,-1.529
1,99,36.2,45.2,0,-4.277,-3.144,-2.704,-1.347,-0.719,-1.167,-1.656
1,100,35.4,42.5,0,-3.989,-3.004,-2.633,-1.29,-0.665,-1.111,-1.595
1,101,36.8,45.9,0,-4.394,-3.232,-2.771,-1.365,-0.737,-1.18,-1.724
1,102,39.3,50.7,0,-4.989,-3.547,-2.967,-1.468,-0.844,-1.293,-1.36195
1,103,37.6,42.6,0,-3.514,-3.198,-3.105,-1.748,-1.191,-1.656,-2.121
1,104,39.7,43.7,0,-3.881,-3.079,-2.766,-1.429,-0.801,-1.259,-1.811
1,105,37.3,43.3,0,-4.061,-3.153,-2.799,-1.391,-0.756,-1.222,-1.737
1,106,38.6,43.1,0,-3.883,-3.033,-2.709,-1.376,-0.749,-1.199,-1.737
1,107,39.1,43.2,0,-4.133,-3.14,-2.719,-1.386,-0.759,-1.207,-1.713
1,108,39.6,43.5,0,-4.552,-3.327,-2.8,-1.41,-0.783,-1.229,-1.742
1,109,40.8,46.7,0,-4.851,-3.509,-2.923,-1.48,-0.852,-1.298,-1.848
1,110,43.5,51.8,0,-5.485,-3.817,-3.106,-1.604,-0.976,-1.419,-2.044
1,111,44.4,50.1,0,-5.778,-3.838,-3.069,-1.592,-0.965,-1.407,-1.999
1,112,41.7,46,0,-5.216,-3.606,-2.932,-1.491,-0.864,-1.313,-1.894
1,113,41.7,46.1,0,-4.526,-3.382,-2.87,-1.482,-0.855,-1.303,-1.848
1,114,44,48.8,0,-4.821,-3.553,-2.962,-1.567,-0.939,-1.386,-1.962
1,115,47.4,52.6,0,-5.658,-3.915,-3.143,-1.679,-1.05,-1.495,-2.155
1,116,45,49.9,0,-4.469,-3.472,-2.994,-1.595,-0.967,-1.422,-2.069
1,117,45.3,50,0,-5.023,-3.672,-3.033,-1.597,-0.969,-1.415,-2.001
1,118,47,52.5,0,-4.805,-3.663,-3.089,-1.661,-1.033,-1.481,-2.133
1,119,51.2,59.4,0,-6.769,-4.307,-3.382,-1.847,-1.22,-1.66,-2.246
1,120,46.7,52.8,0,-5.193,-3.774,-3.099,-1.66,-1.032,-1.475,-2.087
1,121,51.5,61,0,-6.062,-4.222,-3.385,-1.85,-1.222,-1.665,-2.298
1,122,53.4,59,0,-5.634,-4.163,-3.38,-1.874,-1.245,-1.686,-2.275
1,123,50.7,54.5,0,-4.865,-3.777,-3.178,-1.753,-1.126,-1.574,-2.245
1,124,49,53.7,0,-4.728,-3.691,-3.139,-1.71,-1.082,-1.532,-2.243
1,125,48.5,53.2,0,-4.882,-3.725,-3.13,-1.691,-1.065,-1.511,-2.17
1,126,51.2,55.6,0,-7.021,-4.267,-3.316,-1.805,-1.177,-1.623,-1.36195
1,127,50.6,58.1,0,-5.914,-4.166,-3.33,-1.798,-1.173,-1.621,-2.325
1,128,49.9,57.5,0,-5.025,-3.87,-3.255,-1.785,-1.157,-1.605,-2.316
1,129,49.2,55.6,0,-5.079,-3.841,-3.202,-1.744,-1.115,-1.563,-2.239
1,130,47.3,57.1,0,-6.556,-4.162,-3.315,-1.84,-1.222,-1.664,-2.279
1,131,44.6,53.5,0,-5.148,-3.736,-3.102,-1.745,-1.122,-1.563,-2.115
1,132,42,48.1,0,-4.455,-3.384,-2.912,-1.595,-0.968,-1.417,-1.885
1,133,43.1,51.3,0,-5.654,-3.773,-3.054,-1.623,-0.995,-1.448,-1.985
1,134,42.8,50,0,-5.189,-3.702,-3.048,-1.569,-0.944,-1.384,-2.018
1,135,42.8,47.7,0,-4.904,-3.567,-2.961,-1.533,-0.906,-1.35,-1.861
1,136,41,46.8,0,-4.914,-3.522,-2.919,-1.482,-0.856,-1.301,-1.822
1,137,40.9,46.5,0,-5.206,-3.581,-2.913,-1.482,-0.856,-1.306,-1.86
1,138,42.8,50,0,-5.651,-3.69,-2.948,-1.525,-0.902,-1.339,-1.916
1,139,44.6,50.6,0,-5.517,-3.748,-3.02,-1.58,-0.953,-1.413,-2.061
1,140,47.2,52.3,0,-6.049,-3.937,-3.125,-1.67,-1.044,-1.485,-2.114
1,141,44.4,50,0,-5.732,-3.817,-3.055,-1.595,-0.968,-1.412,-2.015
1,142,46.7,53.5,0,-6.138,-3.982,-3.162,-1.675,-1.047,-1.49,-2.139
1,143,40.1,48.6,0,-5.536,-3.598,-2.883,-1.469,-0.841,-1.282,-1.844
1,144,40.2,49.6,0,-5.46,-3.583,-2.88,-1.47,-0.839,-1.284,-1.875
1,145,40.5,51.2,0,-5.862,-3.734,-2.985,-1.534,-0.905,-1.345,-1.852
1,146,41.7,52.8,0,-5.964,-3.802,-3.033,-1.57,-0.941,-1.383,-2.029
1,147,44.5,50.6,0,-5.796,-3.854,-3.083,-1.606,-0.98,-1.421,-2.018
1,148,47.2,54.6,0,-6.387,-4.099,-3.244,-1.726,-1.099,-1.537,-2.193
1,149,49.8,57.1,0,-6.718,-4.224,-3.323,-1.786,-1.164,-1.596,-2.233
1,150,47.6,52.8,0,-5.98,-4.009,-3.196,-1.693,-1.065,-1.507,-2.112
1,151,46.2,52.1,0,-5.863,-3.933,-3.144,-1.662,-1.034,-1.477,-2.074
1,152,44.5,48.9,0,-5.452,-3.74,-3.016,-1.582,-0.953,-1.395,-2.104
1,153,47.1,52.1,0,-6.296,-4.011,-3.165,-1.678,-1.05,-1.489,-2.123
1,154,50.1,59.2,0,-6.683,-4.303,-3.41,-1.828,-1.199,-1.64,-2.431
1,155,30.5,55.2,0,-4.071,-2.546,-2.032,-1.297,-0.665,-1.107,-1.801
1,156,14.6,21.5,0,-2.269,-1.427,-1.129,-0.741,-0.111,-0.489,-0.403
1,157,26.3,43.9,0,-3.252,-1.997,-1.575,-1.017,-0.386,-0.826,-1.295
1,158,21.7,39.3,0,-2.799,-1.749,-1.399,-0.875,-0.246,-0.686,-1.158
1,159,20.4,37.7,0,-2.596,-1.701,-1.378,-0.849,-0.22,-0.658,-1.096
1,160,17.7,33.1,0,-2.219,-1.452,-1.182,-0.741,-0.115,-0.543,-0.793
1,161,14.2,26,0,-1.803,-1.164,-0.95,-0.569,0.064,-0.372,-0.725
1,162,12.7,22.7,0,-1.223,-0.905,-0.785,-0.444,0.188,-0.256,-0.582
1,163,24,39.7,0,-2.834,-1.8,-1.442,-0.933,-0.306,-0.681,-1.195
1,164,24.3,36.6,0,-3.231,-2.028,-1.603,-0.959,-0.334,-0.766,-1.297
1,165,29.8,44.1,0,-3.845,-2.368,-1.864,-1.142,-0.547,-0.955,-1.518
1,166,15.8,24.5,0,-1.976,-1.217,-0.957,-0.566,0.07,-0.404,-0.584
1,167,21.5,30.1,0,-2.651,-1.631,-1.282,-0.777,-0.148,-0.589,-1.003
1,168,11.5,21.7,0,-1.73,-1.106,-0.897,-0.514,0.114,-0.328,-1.36195
1,169,12.2,17,0,-1.321,-0.897,-0.732,-0.456,0.235,-0.212,-0.458
1,170,24,30.9,0,-3.366,-2.076,-1.632,-0.904,-0.275,-0.727,-1.173
1,171,25.3,33.7,0,-3.676,-2.43,-1.994,-0.936,-0.294,-0.728,-1.05
1,172,18.6,26,0,-2.614,-1.712,-1.403,-0.623,-0.03,-0.455,-0.866
1,173,20,29.5,0,-2.447,-1.572,-1.272,-0.706,-0.079,-0.517,-0.884
1,174,20.1,26.6,0,-2.383,-1.602,-1.29,-0.721,-0.099,-0.536,-1.007
1,175,22.2,27.3,0,-2.998,-1.853,-1.459,-0.781,-0.158,-0.602,-1
1,176,28.5,37.8,0,-3.507,-2.282,-1.795,-1.032,-0.41,-0.842,-1.5
1,177,33.3,52.7,0,-3.952,-2.445,-1.922,-1.33,-0.622,-1.107,-1.563
1,178,33.9,49.5,0,-4.515,-2.729,-2.119,-1.344,-0.717,-1.154,-1.844
1,179,33.9,43.6,0,-4.688,-2.853,-2.222,-1.259,-0.63,-1.073,-1.706
1,180,39.4,53.1,0,-5.217,-3.185,-2.484,-1.455,-0.822,-1.27,-1.989
1,181,39.2,53.7,0,-5.003,-3.138,-2.454,-1.449,-0.822,-1.261,-1.985
1,182,43.2,60,0,-5.814,-3.541,-2.756,-1.672,-1.043,-1.485,-2.244
1,183,51.7,68,0,-6.571,-4.022,-3.145,-1.873,-1.247,-1.692,-2.56
1,184,43.9,56.4,0,-6.069,-3.815,-3.03,-1.619,-0.992,-1.432,-2.146
1,185,46.9,56.6,0,-6.322,-4.034,-3.2,-1.699,-1.071,-1.512,-2.167
1,186,53.2,58.4,0,-6.965,-4.305,-3.362,-1.85,-1.222,-1.662,-2.411
1,187,51.6,60.3,0,-7.161,-4.435,-3.479,-1.884,-1.261,-1.709,-2.524
1,188,54,63.9,0,-7.477,-4.589,-3.592,-1.984,-1.353,-1.796,-2.539
1,189,63.8,78.5,0,-8.445,-5.13,-3.987,-2.267,-1.638,-2.08,-3.129
1,190,57.6,68.8,0,-7.814,-4.769,-3.72,-2.078,-1.45,-1.89,-1.36195
1,191,57.8,67.5,0,-7.866,-4.784,-3.721,-2.085,-1.458,-1.899,-2.806
1,192,46.3,52.5,0,-6.004,-3.864,-3.067,-1.614,-0.987,-1.424,-2.143
1,193,63.5,84.4,0,-7.06,-4.234,-3.26,-2.031,-1.404,-1.844,-3.027
1,194,76.5,90.7,0,-8.581,-5.121,-3.929,-2.26,-1.632,-2.073,-3.9
1,195,70.7,77.4,0,-9.192,-5.412,-4.108,-2.42,-1.793,-2.233,-1.36195
1,196,80.5,89.5,0,-9.321,-5.481,-4.158,-2.672,-2.047,-2.484,-3.692
1,197,67.4,78.5,0,-8.462,-5.149,-4.006,-2.274,-1.647,-2.088,-3.046
1,198,59.3,63.8,0,-7.405,-4.702,-3.635,-2.038,-1.41,-1.871,-2.758
1,199,60.8,83.3,0,-8.031,-4.758,-3.631,-2.301,-1.698,-2.113,-3.288
1,200,52.7,76.7,0,-5.261,-3.281,-2.575,-1.586,-0.965,-1.371,-2.027
1,201,72.3,101.7,0,-8.748,-5.119,-3.877,-2.654,-2.026,-2.466,-3.803
1,202,59.4,88.9,0,-6.998,-4.197,-3.241,-2.17,-1.541,-1.983,-3.076
1,203,71.2,104.3,0,-8.468,-4.975,-3.782,-2.579,-1.95,-2.391,-1.36195
1,204,79.2,116.3,0,-11.68,-6.894,-5.253,-3.604,-2.975,-3.417,-3.72
1,205,95.1,136.3,0,-12.212,-7.126,-5.374,-3.589,-2.962,-3.402,-5.213
1,206,89.4,122.5,0,-10.094,-5.967,-4.542,-2.943,-2.313,-2.753,-1.36195
1,207,73.8,107.1,0,-9.45,-5.583,-4.261,-2.903,-2.274,-2.715,-1.36195
1,208,75.5,105.8,0,-10.761,-6.208,-4.638,-2.824,-2.196,-2.636,-1.36195
1,209,84.1,123.9,0,-10.54,-6.248,-4.774,-3.216,-2.58,-3.029,-4.455
1,210,98.1,103.1,0,-11.19,-6.411,-4.761,-2.936,-2.308,-2.749,-1.36195
1,211,76.8,97.1,0,-9.886,-5.985,-4.641,-2.719,-2.097,-2.531,-1.36195
1,212,93.9,95.1,0,-11.722,-6.715,-4.987,-3.094,-2.469,-2.905,-1.36195
1,213,100.6,100.7,0,-12.155,-6.954,-5.16,-3.223,-2.598,-3.034,-1.36195
1,214,86.7,93.8,0,-11.628,-6.761,-5.082,-3.126,-2.497,-2.938,-3.827
1,215,75.3,95.5,0,-10.007,-6.064,-4.703,-2.767,-2.118,-2.581,-1.36195
1,216,39.5,45.3,0,-4.032,-3.177,-2.801,-1.483,-0.855,-1.315,-1.88
1,217,2.9,6.2,0,-0.782,-0.63,-0.57,-0.26,0.379,-0.058,-0.095
1,218,5.9,9.2,0,-0.615,-0.507,-0.475,-0.178,0.464,0.006,-0.147
1,219,8.3,11.3,0,-0.773,-0.61,-0.581,-0.24,0.399,-0.057,-0.253
1,220,11.9,15.2,0,-1.059,-0.853,-0.835,-0.369,0.26,-0.205,-0.451
1,221,14.1,17.5,0,-1.608,-1.193,-1.032,-0.449,0.191,-0.263,-0.554
1,222,16.9,21.4,0,-1.879,-1.376,-1.224,-0.566,0.059,-0.384,-0.705
1,223,24.8,29.3,0,-2.463,-1.91,-1.815,-0.904,-0.277,-0.718,-1.065
1,224,25.6,30.8,0,-2.993,-2.693,-2.549,-1.335,-0.682,-1.119,-1.611
1,225,25.8,31.1,0,-3.235,-2.457,-2.095,-0.954,-0.326,-0.771,-1.141
1,226,41.9,46,0,-4.762,-3.466,-2.885,-1.49,-0.859,-1.306,-1.891
1,227,44.6,48.8,0,-4.699,-3.552,-2.996,-1.568,-0.944,-1.387,-2.079
1,228,46.4,50.6,0,-5.946,-3.869,-3.079,-1.614,-0.987,-1.428,-1.36195
1,229,51.3,54.7,0,-5.355,-3.959,-3.229,-1.767,-1.138,-1.587,-2.257
1,230,94.7,126.1,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
1,231,464.7,501.1,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
1,232,1700.6,1898.6,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
1,233,1626.1,1842.5,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
1,234,69.2,212.3,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
1,235,7514.7,8181.1,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
1,236,8014.7,8781.1,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
2,1,2.9,6.8,0,-0.1,-0.214,-0.265,-0.075,0.851,0.116,-0.007
2,2,2.3,5.3,0,0.034,-0.1,-0.156,0.002,0.967,0.204,0.091
2,3,4.5,9,0,-0.353,-0.319,-0.305,-0.117,0.616,0.107,-0.05
2,4,6.7,12.6,0,-0.656,-0.488,-0.437,-0.227,0.42,-0.01,-0.193
2,5,4.5,8.8,0,-0.34,-0.298,-0.295,-0.124,0.81,0.116,-0.023
2,6,6.7,12.9,0,-0.761,-0.535,-0.464,-0.228,0.415,-0.003,-0.138
2,7,7.8,13.8,0,-0.817,-0.6,-0.526,-0.26,0.396,-0.056,-0.193
2,8,8,15,0,-0.863,-0.626,-0.543,-0.277,0.384,-0.078,-0.308
2,9,9.2,17.1,0,-1.089,-0.755,-0.638,-0.337,0.297,-0.147,-0.352
2,10,11,18.3,0,-1.452,-0.952,-0.779,-0.395,0.24,-0.216,-0.39
2,11,4.5,8.8,0,-0.505,-0.361,-0.352,-0.13,0.546,0.066,-0.065
2,12,6.2,11.4,0,-0.788,-0.6,-0.537,-0.212,0.577,0.003,-0.098
2,13,6.8,13.5,0,-0.808,-0.615,-0.545,-0.23,0.457,0.02,0.009
2,14,9.4,14.8,0,-1.216,-0.855,-0.73,-0.333,0.295,-0.143,-0.31
2,15,11.3,19,0,-1.468,-0.994,-0.824,-0.427,0.202,-0.232,-0.486
2,16,13.8,20.5,0,-1.714,-1.169,-0.97,-0.476,0.134,-0.284,-0.523
2,17,14.4,21,0,-1.87,-1.241,-0.99,-0.566,0.086,-0.364,-0.716
2,18,16.7,22.4,0,-1.978,-1.313,-1.056,-0.565,0.059,-0.387,-0.681
2,19,13.6,19.3,0,-1.707,-1.103,-0.886,-0.463,0.158,-0.284,-0.523
2,20,15.3,22.4,0,-2.075,-1.334,-1.056,-0.809,0.075,-0.362,-0.663
2,21,19.5,25.1,0,-2.473,-1.551,-1.22,-0.66,-0.03,-0.476,-0.813
2,22,21.7,28,0,-2.682,-1.666,-1.306,-0.745,-0.117,-0.562,-0.926
2,23,19.1,24.5,0,-2.339,-1.537,-1.231,-0.656,-0.027,-0.478,-0.803
2,24,23.3,29.3,0,-3.093,-2.056,-1.652,-0.815,-0.189,-0.678,-1.052
2,25,20.3,25.6,0,-2.522,-1.705,-1.359,-0.706,-0.078,-0.554,-0.891
2,26,21.5,27.8,0,-2.651,-1.77,-1.407,-0.747,-0.118,-0.566,-0.925
2,27,21.1,27.4,0,-2.71,-1.768,-1.405,-0.739,-0.11,-0.558,-0.915
2,28,23.5,32.2,0,-3.005,-1.954,-1.546,-0.841,-0.215,-0.66,-1.069
2,29,13.2,18.3,0,-1.72,-1.202,-1.014,-0.44,0.194,-0.267,-0.522
2,30,14.8,21.6,0,-1.783,-1.241,-1.041,-0.506,0.116,-0.318,-0.595
2,31,16.5,25.7,0,-2.26,-1.463,-1.193,-0.607,0.012,-0.417,-0.743
2,32,15.6,20.5,0,-2.213,-1.445,-1.181,-0.495,0.131,-0.315,-0.589
2,33,17.6,22.5,0,-2.646,-1.73,-1.419,-0.589,0.019,-0.408,-0.69
2,34,19.9,25.8,0,-2.578,-1.763,-1.46,-0.688,-0.075,-0.498,-0.846
2,35,32.3,40.9,0,-4.817,-3.098,-2.5,-1.196,-0.567,-1.02,-1.473
2,36,31.3,39.1,0,-4.619,-2.987,-2.414,-1.138,-0.509,-0.959,-1.413
2,37,29.8,38.2,0,-4.325,-2.731,-2.171,-1.033,-0.409,-0.843,-1.314
2,38,34.2,43.6,0,-5.061,-3.242,-2.603,-1.276,-0.65,-1.089,-1.36195
2,39,25.4,32.8,0,-3.43,-2.228,-1.773,-0.94,-0.318,-0.779,-1.348
2,40,26.8,32.8,0,-4.145,-2.726,-2.225,-0.977,-0.348,-0.798,-1.15
2,41,26.3,32.8,0,-4.074,-2.653,-2.137,-0.938,-0.309,-0.751,-1.15
2,42,27.9,33.8,0,-4.149,-2.724,-2.219,-1.01,-0.384,-0.819,-1.197
2,43,30.1,35.6,0,-4.519,-2.92,-2.36,-1.072,-0.446,-0.886,-1.293
2,44,32.3,37.7,0,-4.558,-2.933,-2.375,-1.164,-0.537,-0.98,-1.408
2,45,32.1,37.7,0,-4.161,-2.685,-2.167,-1.123,-0.496,-0.936,-1.329
2,46,29.9,38.9,0,-3.859,-2.508,-2.029,-1.058,-0.426,-0.864,-1.19
2,47,30.4,39.4,0,-3.81,-2.482,-2.018,-0.952,-0.322,-0.765,-1.206
2,48,23.8,30.8,0,-3.433,-2.223,-1.801,-0.84,-0.229,-0.642,-0.984
2,49,18.4,23.5,0,-2.649,-1.736,-1.427,-0.624,0.005,-0.445,-0.76
