Origin,Destination,dist_da_t_op,time_da_t_op,toll_op,hbw_lo_pk,hbw_med_pk,hbw_hi_pk,hbc_hi_op,hbs_hi_op,hbo_hi_op,nhb_hi_op
103,86,9.7,16.6,0,-1.351,-1.217,-1.044,-0.826,0.15,-0.428,-0.718
103,87,7.8,13.7,0,-0.834,-0.71,-0.662,-0.353,0.298,-0.148,-0.487
103,88,5.8,11.2,0,-0.575,-0.565,-0.568,-0.265,0.392,-0.061,-0.397
103,89,6.7,11.7,0,-0.7,-0.657,-0.644,-0.294,0.354,-0.092,-0.403
103,90,6.4,11.3,0,-0.59,-0.587,-0.597,-0.278,0.376,-0.085,-0.386
103,91,4.8,11.9,0,-0.435,-0.462,-0.513,-0.27,0.38,-0.06,-0.372
103,92,3.7,9.3,0,-0.267,-0.364,-0.422,-0.204,0.487,0.012,-0.241
103,93,4,9.8,0,-0.266,-0.397,-0.472,-0.222,0.461,-0.024,-0.305
103,94,3.1,8.2,0,-0.333,-0.464,-0.531,-0.231,0.481,-0.057,-0.306
103,95,3.9,8.3,0,-0.083,-0.306,-0.448,-0.159,0.544,0.028,-0.237
103,96,1.8,5.5,0,0.139,-0.181,-0.347,-0.16,0.726,0.063,-0.172
103,97,3.4,9.2,0,-0.261,-0.386,-0.468,-0.262,0.422,-0.048,-0.358
103,98,4.4,9,0,-0.001,-0.22,-0.364,-0.176,0.477,0.021,-0.245
103,99,7.8,13.7,0,-0.851,-0.691,-0.651,-0.333,0.308,-0.145,-0.418
103,100,6.4,11.6,0,-0.604,-0.548,-0.558,-0.269,0.394,-0.077,-0.32
103,101,7,14.5,0,-0.679,-0.605,-0.61,-0.313,0.364,-0.102,-0.381
103,102,9.1,19.4,0,-0.941,-0.753,-0.692,-0.403,0.232,-0.207,-1.36195
103,103,0.9,3.8,0,0.278,-0.363,-0.536,-0.463,0.819,-0.217,-0.609
103,104,3,6.6,0,0.453,-0.002,-0.231,-0.121,0.969,0.097,-0.188
103,105,2.1,6.4,0,-0.05,-0.284,-0.39,-0.146,0.69,0.072,-0.221
103,106,2.3,7,0,0.085,-0.162,-0.288,-0.12,0.692,0.108,-0.128
103,107,2.5,6.6,0,0.372,-0.025,-0.224,-0.111,0.887,0.134,-0.115
103,108,4.9,9.5,0,-0.22,-0.355,-0.427,-0.219,0.458,-0.009,-0.306
103,109,6.8,12.3,0,-0.539,-0.536,-0.55,-0.3,0.345,-0.102,-0.445
103,110,9.5,17.7,0,-1.018,-0.826,-0.742,-0.431,0.213,-0.241,-0.623
103,111,10.6,15.9,0,-1.233,-0.873,-0.739,-0.416,0.224,-0.224,-0.559
103,112,7.3,12.4,0,-0.772,-0.626,-0.575,-0.314,0.328,-0.128,-0.475
103,113,6,10.6,0,-0.328,-0.415,-0.471,-0.252,0.393,-0.051,-0.353
103,114,8.5,13.2,0,-0.704,-0.636,-0.603,-0.335,0.302,-0.136,-0.469
103,115,13.2,18.8,0,-1.438,-1.024,-0.856,-0.496,0.137,-0.313,-0.736
103,116,9.1,13.7,0,-0.611,-0.634,-0.649,-0.349,0.291,-0.177,-0.539
103,117,10.9,16,0,-1.011,-0.823,-0.743,-0.409,0.231,-0.226,-0.601
103,118,11.2,16.2,0,-0.876,-0.774,-0.727,-0.418,0.219,-0.232,-0.611
103,119,17.3,25.5,0,-2.187,-1.385,-1.099,-0.677,-0.048,-0.487,-0.92
103,120,12.7,19,0,-1.2,-0.933,-0.82,-0.482,0.15,-0.285,-0.672
103,121,17.5,27.1,0,-1.913,-1.34,-1.103,-0.673,-0.044,-0.486,-0.934
103,122,18.9,24.2,0,-1.751,-1.3,-1.077,-0.679,-0.051,-0.49,-0.985
103,123,14.9,18.6,0,-1.122,-0.942,-0.847,-0.513,0.117,-0.335,-0.76
103,124,13.5,18,0,-0.927,-0.844,-0.795,-0.474,0.158,-0.3,-0.713
103,125,12.5,16.8,0,-0.99,-0.838,-0.763,-0.444,0.182,-0.265,-0.645
103,126,15.2,19.2,0,-2.005,-1.223,-0.954,-0.561,0.067,-0.388,-0.814
103,127,14.7,21.7,0,-1.666,-1.159,-0.946,-0.551,0.073,-0.377,-0.825
103,128,13.9,21.2,0,-1.152,-0.982,-0.889,-0.536,0.093,-0.363,-0.776
103,129,13.2,19.2,0,-1.176,-0.95,-0.836,-0.499,0.132,-0.318,-0.711
103,130,10.5,18.7,0,-1.593,-1.06,-0.869,-0.538,0.07,-0.356,-0.698
103,131,7.8,15.2,0,-0.904,-0.726,-0.657,-0.453,0.171,-0.253,-0.559
103,132,5.2,9.7,0,-0.393,-0.467,-0.485,-0.285,0.371,-0.05,-0.232
103,133,6.3,12.9,0,-0.985,-0.717,-0.613,-0.313,0.349,-0.135,-0.343
103,134,8.9,15.3,0,-0.916,-0.773,-0.72,-0.388,0.252,-0.193,-0.533
103,135,8.8,13,0,-0.746,-0.661,-0.631,-0.351,0.284,-0.149,-0.463
103,136,10.7,15.7,0,-0.91,-0.781,-0.723,-0.43,0.214,-0.242,-0.594
103,137,12.5,17.7,0,-1.264,-0.968,-0.842,-0.504,0.127,-0.325,-0.713
103,138,15,20.4,0,-1.664,-1.148,-0.946,-0.611,0.022,-0.412,-0.779
103,139,15.6,20.1,0,-1.515,-1.123,-0.941,-0.607,0.019,-0.44,-0.877
103,140,17.5,21.7,0,-1.882,-1.253,-1.004,-0.662,-0.035,-0.482,-0.901
103,141,14.7,19.4,0,-1.562,-1.105,-0.919,-0.581,0.048,-0.4,-0.81
103,142,17.1,22.8,0,-1.924,-1.278,-1.028,-0.663,-0.034,-0.483,-0.93
103,143,17.3,23.2,0,-1.884,-1.295,-1.053,-0.677,-0.049,-0.495,-0.9
103,144,18.5,24.8,0,-1.886,-1.327,-1.084,-0.709,-0.08,-0.526,-0.938
103,145,19.5,26.8,0,-2.413,-1.523,-1.196,-0.794,-0.165,-0.608,-0.988
103,146,19.1,24.9,0,-2.208,-1.386,-1.079,-0.741,-0.112,-0.558,-0.997
103,147,12.2,16.8,0,-1.421,-0.977,-0.81,-0.48,0.152,-0.289,-0.644
103,148,15.8,21.6,0,-1.882,-1.223,-0.982,-0.602,0.026,-0.403,-0.788
103,149,16.3,22.5,0,-2.046,-1.283,-1.016,-0.634,-0.002,-0.42,-0.841
103,150,13.6,18.1,0,-1.547,-1.06,-0.871,-0.513,0.118,-0.33,-0.704
103,151,12.3,17.4,0,-1.397,-0.978,-0.814,-0.486,0.148,-0.298,-0.659
103,152,10.5,14.9,0,-1.177,-0.86,-0.736,-0.407,0.23,-0.21,-0.559
103,153,13.1,17.7,0,-1.498,-1.004,-0.82,-0.504,0.131,-0.297,-0.664
103,154,16,24.8,0,-2.114,-1.382,-1.116,-0.652,-0.024,-0.462,-0.9
103,155,65.4,76.1,0.574,-7.487,-4.252,-3.143,-2.082,-1.58,-1.934,-3.082
103,156,52.9,63.3,0.229,-6.604,-3.794,-2.821,-2.001,-1.405,-1.826,-2.776
103,157,53.4,56,0.574,-6.1,-3.397,-2.472,-1.622,-1.121,-1.474,-2.393
103,158,52.1,54.2,0.574,-5.852,-3.277,-2.392,-1.56,-1.06,-1.413,-2.224
103,159,55.5,59.6,0.574,-6.353,-3.648,-2.672,-1.763,-1.262,-1.615,-2.582
103,160,52,56,0.574,-5.963,-3.357,-2.457,-1.614,-1.113,-1.467,-2.382
103,161,47,51,0.574,-5.6,-3.174,-2.337,-1.52,-1.018,-1.372,-2.236
103,162,45.3,48.8,0.574,-5.091,-3.018,-2.246,-1.456,-0.955,-1.309,-1.942
103,163,44.9,52.1,0.574,-5.165,-2.972,-2.224,-1.394,-0.892,-1.246,-2.176
103,164,41.2,48.2,0.574,-4.939,-2.892,-2.177,-1.355,-0.856,-1.209,-1.929
103,165,41.8,53.6,0.574,-5.204,-3.071,-2.34,-1.447,-0.947,-1.3,-2.119
103,166,41,44.5,0.574,-4.901,-2.792,-2.072,-1.309,-0.808,-1.16,-1.978
103,167,37,41.1,0.574,-4.59,-2.621,-1.949,-1.209,-0.708,-1.062,-1.734
103,168,43.5,51.3,0.574,-5.461,-3.143,-2.352,-1.513,-1.014,-1.366,-1.36195
103,169,39.8,44.1,0.574,-4.696,-2.753,-2.063,-1.29,-0.79,-1.144,-1.827
103,170,31,35.3,0.574,-3.994,-2.342,-1.78,-1.026,-0.525,-0.878,-1.548
103,171,25.8,34.4,0.306,-3.221,-1.94,-1.508,-0.85,-0.318,-0.69,-1.212
103,172,26.3,40.3,0,-3.238,-1.969,-1.538,-1.026,-0.397,-0.837,-1.326
103,173,32.6,43.4,0.328,-4.265,-2.557,-1.971,-1.203,-0.698,-1.081,-1.764
103,174,33.2,38.4,0.574,-4.072,-2.416,-1.846,-1.079,-0.579,-0.933,-1.421
103,175,29.6,33.3,0.574,-3.684,-2.156,-1.637,-0.95,-0.453,-0.806,-1.395
103,176,37.1,45.7,0.574,-4.616,-2.732,-2.078,-1.252,-0.752,-1.106,-1.858
103,177,52.7,64,0.574,-6.508,-3.754,-2.809,-1.805,-1.304,-1.657,-2.619
103,178,45.8,59.3,0.574,-5.918,-3.48,-2.646,-1.665,-1.164,-1.517,-2.457
103,179,31.8,40.4,0.574,-4.308,-2.562,-1.969,-1.13,-0.625,-0.981,-1.669
103,180,34.9,46.9,0.482,-4.662,-2.824,-2.191,-1.269,-0.765,-1.121,-1.804
103,181,37,51.3,0.525,-4.498,-2.876,-2.248,-1.309,-0.797,-1.157,-1.908
103,182,38.9,54.1,0.224,-4.407,-2.744,-2.156,-1.41,-0.794,-1.209,-1.572
103,183,28.5,37.1,0,-3.793,-2.344,-1.843,-1.108,-0.481,-0.906,-1.506
103,184,22.8,28.5,0,-2.702,-1.644,-1.261,-0.87,-0.24,-0.68,-1.152
103,185,20.8,25.5,0,-2.333,-1.47,-1.142,-0.776,-0.15,-0.592,-1.052
103,186,23.5,27.8,0,-2.744,-1.655,-1.26,-0.863,-0.235,-0.675,-1.206
103,187,22,29.6,0,-2.838,-1.738,-1.344,-0.883,-0.256,-0.709,-1.346
103,188,20,29.3,0,-2.637,-1.618,-1.269,-0.813,-0.177,-0.619,-1.083
103,189,29.9,43.9,0,-3.593,-2.156,-1.663,-1.097,-0.469,-0.906,-1.848
103,190,23.5,34.7,0,-2.974,-1.827,-1.43,-0.908,-0.28,-0.719,-1.36195
103,191,23.3,32.5,0,-2.978,-1.81,-1.405,-0.889,-0.261,-0.702,-1.177
103,192,17.1,21.7,0,-1.916,-1.243,-0.986,-0.665,-0.038,-0.482,-0.906
103,193,52,69.1,0.143,-6.969,-4.006,-2.99,-1.953,-1.447,-1.804,-2.04
103,194,51.9,60.9,0,-4.217,-2.413,-1.794,-1.262,-0.634,-1.073,-2.614
103,195,41.1,46.7,0,-4.833,-2.706,-1.974,-1.422,-0.793,-1.232,-1.36195
103,196,50.9,58.8,0,-6.17,-3.453,-2.517,-1.826,-1.199,-1.639,-2.244
103,197,36.3,46.5,0,-3.612,-2.175,-1.682,-1.105,-0.476,-0.913,-1.592
103,198,29.6,33.2,0,-3.326,-1.996,-1.493,-1.035,-0.406,-0.864,-1.565
103,199,60.6,70.6,0.046,-7.13,-4.005,-2.928,-2.128,-1.495,-1.941,-3.005
103,200,56.8,79,0.574,-5.517,-3.364,-2.605,-1.618,-1.116,-1.467,-2.205
103,201,77.4,106.2,0.574,-10.063,-5.744,-4.259,-2.768,-2.263,-2.619,-4.074
103,202,69.4,96.6,0.574,-8.742,-5.096,-3.842,-2.49,-1.986,-2.342,-3.689
103,203,76,102.4,0.382,-9.732,-5.582,-4.154,-2.692,-2.187,-2.544,-1.36195
103,204,84.3,120.8,0.574,-11.834,-6.707,-4.938,-3.586,-2.957,-3.398,-3.959
103,205,99,121.7,0,-11.618,-6.519,-4.759,-3.478,-2.849,-3.29,-5.191
103,206,91.2,108.6,0,-7.945,-4.509,-3.325,-2.394,-1.765,-2.205,-3.458
103,207,80.3,96.1,0,-9.868,-5.551,-4.062,-2.964,-2.335,-2.775,-1.36195
103,208,64.1,77.8,0,-6.405,-3.503,-2.501,-1.826,-1.197,-1.638,-1.36195
103,209,90.2,111.1,0,-10.581,-5.996,-4.411,-3.209,-2.581,-3.021,-4.568
103,210,68.5,72.5,0,-6.83,-3.703,-2.625,-1.939,-1.31,-1.75,-2.808
103,211,42.9,62.3,0,-5.028,-3.007,-2.312,-1.548,-0.91,-1.36,-1.36195
103,212,64.2,64.4,0,-7.36,-4.007,-2.852,-2.096,-1.465,-1.907,-3.075
103,213,70.9,70,0,-7.792,-4.247,-3.025,-2.225,-1.595,-2.036,-3.238
103,214,55.2,63,0,-6.482,-3.814,-2.895,-1.977,-1.349,-1.788,-2.672
103,215,41.3,60.8,0,-5.157,-3.091,-2.378,-1.598,-0.963,-1.41,-1.36195
103,216,3.8,9.1,0,0.222,-0.114,-0.286,-0.073,0.679,0.068,-0.285
103,217,41.5,54,0,-5.176,-2.981,-2.239,-1.611,-0.983,-1.423,-2.143
103,218,33.8,46.3,0,-3.666,-2.231,-1.697,-1.209,-0.582,-1.024,-1.682
103,219,32,45,0,-3.345,-2.133,-1.661,-1.164,-0.534,-0.981,-1.596
103,220,27.3,41.5,0,-2.893,-1.919,-1.533,-1.062,-0.434,-0.88,-1.439
103,221,25.1,37.8,0,-2.9,-1.835,-1.441,-0.982,-0.354,-0.797,-1.303
103,222,22.4,32.9,0,-2.557,-1.65,-1.331,-0.898,-0.27,-0.713,-1.156
103,223,15,18.4,0,-1.967,-1.247,-1.014,-0.578,0.05,-0.389,-0.722
103,224,14,18.2,0,-1.641,-1.61,-1.507,-0.9,-0.285,-0.708,-1.162
103,225,12.8,16.4,0,-1.26,-1.006,-0.906,-0.511,0.116,-0.319,-0.635
103,226,5.7,9.8,0,-0.532,-0.494,-0.498,-0.242,0.407,-0.035,-0.329
103,227,8.6,12.4,0,-0.711,-0.644,-0.627,-0.325,0.303,-0.139,-0.5
103,228,10.5,14.2,0,-1.24,-0.845,-0.7,-0.372,0.263,-0.182,-1.36195
103,229,15.4,18.6,0,-1.446,-1.056,-0.887,-0.525,0.106,-0.346,-0.78
103,230,131.6,161.1,0.00116,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
103,231,501.6,536.1,0.00116,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
103,232,1671.5,1872,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
103,233,1653.5,1856.8,0.0058,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
103,234,34.7,178.9,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
103,235,7551.6,8216.1,0.00116,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
103,236,8051.6,8816.1,0.00116,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
104,1,40.9,54.4,0,-4.427,-2.697,-2.022,-1.411,-0.785,-1.229,-2.001
104,2,42.2,54.7,0.074,-4.722,-2.77,-2.065,-1.421,-0.792,-1.235,-1.916
104,3,49.3,55.9,0.577,-5.227,-3.056,-2.278,-1.539,-0.948,-1.381,-2.155
104,4,48,53.3,0.605,-5.447,-3.148,-2.331,-1.468,-0.965,-1.334,-2.086
104,5,46.9,49.8,0.595,-4.85,-2.845,-2.121,-1.403,-0.84,-1.265,-2.015
104,6,45.1,48.5,0.605,-5.021,-2.881,-2.131,-1.363,-0.824,-1.222,-1.972
104,7,43.9,46.6,0.605,-5.011,-2.877,-2.119,-1.297,-0.795,-1.151,-1.917
104,8,45,50.2,0.605,-5.289,-3.035,-2.239,-1.368,-0.867,-1.221,-2.015
104,9,44.3,48.6,0.605,-5.209,-2.971,-2.185,-1.331,-0.831,-1.185,-1.96
104,10,41.8,45.5,0.605,-4.906,-2.788,-2.057,-1.243,-0.741,-1.096,-1.801
104,11,37.8,51.3,0,-4.042,-2.508,-1.908,-1.296,-0.67,-1.115,-1.793
104,12,37.1,50.4,0,-4.383,-2.569,-1.926,-1.287,-0.659,-1.1,-1.767
104,13,40.4,52.3,0.175,-4.649,-2.716,-2.035,-1.353,-0.741,-1.175,-1.871
104,14,34.8,48.4,0,-4.136,-2.438,-1.839,-1.209,-0.58,-1.023,-1.662
104,15,38.8,49.6,0.268,-4.391,-2.578,-1.946,-1.278,-0.656,-1.097,-1.729
104,16,33.7,49.1,0.064,-4.107,-2.433,-1.85,-1.197,-0.569,-1.01,-1.593
104,17,38.6,41.8,0.605,-4.687,-2.694,-1.979,-1.173,-0.672,-1.027,-1.896
104,18,36,38.5,0.605,-4.212,-2.422,-1.792,-1.026,-0.526,-0.88,-1.461
104,19,38.9,42.1,0.605,-4.535,-2.584,-1.905,-1.14,-0.638,-0.992,-1.662
104,20,38.4,43,0.605,-4.561,-2.627,-1.951,-1.165,-0.653,-1.017,-1.642
104,21,34.8,36.3,0.605,-4.121,-2.34,-1.722,-0.98,-0.478,-0.832,-1.439
104,22,35.8,39.2,0.605,-4.256,-2.418,-1.782,-1.034,-0.533,-0.887,-1.529
104,23,33,34.9,0.605,-3.911,-2.257,-1.675,-0.93,-0.428,-0.783,-1.353
104,24,29.3,31.6,0.605,-3.573,-2.154,-1.622,-0.851,-0.349,-0.704,-1.226
104,25,32.4,34.9,0.605,-3.876,-2.271,-1.684,-0.942,-0.441,-0.798,-1.42
104,26,33.9,37.8,0.605,-4.028,-2.353,-1.754,-0.984,-0.482,-0.838,-1.457
104,27,30.9,32.4,0.605,-3.608,-2.102,-1.562,-0.846,-0.344,-0.7,-1.256
104,28,34.8,40.2,0.605,-4.121,-2.399,-1.794,-1.008,-0.507,-0.86,-1.496
104,29,29.7,43.2,0,-3.578,-2.158,-1.658,-1.061,-0.434,-0.877,-1.431
104,30,29.4,43.9,0,-3.577,-2.171,-1.677,-1.064,-0.434,-0.878,-1.415
104,31,30.7,46.5,0,-3.799,-2.269,-1.743,-1.111,-0.486,-0.924,-1.446
104,32,27.6,40.1,0,-3.407,-2.018,-1.539,-0.978,-0.349,-0.791,-1.308
104,33,25.1,36.9,0,-3.079,-1.849,-1.424,-0.881,-0.253,-0.694,-1.145
104,34,22.8,29.9,0,-2.698,-1.767,-1.398,-0.833,-0.205,-0.649,-1.018
104,35,23.2,28.3,0.175,-2.95,-1.793,-1.389,-0.745,-0.142,-0.57,-1.004
104,36,25.2,30,0.524,-3.106,-1.877,-1.442,-0.718,-0.198,-0.568,-1.07
104,37,27.7,32.9,0.605,-3.484,-2.058,-1.555,-0.796,-0.298,-0.655,-1.245
104,38,26.4,33.5,0.302,-3.523,-2.11,-1.613,-0.819,-0.305,-0.671,-1.36195
104,39,31.8,35.4,0.605,-3.957,-2.364,-1.783,-0.947,-0.442,-0.802,-1.569
104,40,25.6,28,0.605,-2.779,-1.797,-1.392,-0.677,-0.175,-0.535,-1.045
104,41,26.8,29.4,0.605,-2.969,-1.865,-1.425,-0.716,-0.213,-0.573,-1.061
104,42,25.1,27,0.605,-2.915,-1.796,-1.376,-0.656,-0.154,-0.512,-0.994
104,43,22.4,24.3,0.605,-2.497,-1.637,-1.282,-0.579,-0.076,-0.439,-0.882
104,44,20.9,23.8,0.242,-2.587,-1.584,-1.232,-0.614,-0.029,-0.443,-0.851
104,45,22.4,25.8,0.4,-2.56,-1.638,-1.287,-0.638,-0.09,-0.478,-0.924
104,46,25.8,31.4,0.515,-3.176,-1.909,-1.471,-0.761,-0.225,-0.603,-1.093
104,47,23.6,31.6,0,-3.113,-1.878,-1.453,-0.865,-0.236,-0.678,-1.171
104,48,24.2,32.4,0,-3.009,-1.792,-1.375,-0.852,-0.219,-0.663,-1.123
104,49,24,34.4,0,-2.956,-1.783,-1.377,-0.847,-0.219,-0.661,-1.089
104,50,21.5,28.8,0,-2.792,-1.697,-1.318,-0.793,-0.165,-0.604,-0.961
104,51,19.1,23.6,0,-2.512,-1.583,-1.257,-0.708,-0.08,-0.516,-0.802
104,52,21.8,28.7,0,-2.7,-1.664,-1.299,-0.769,-0.14,-0.584,-0.965
104,53,18.8,22.5,0,-2.163,-1.456,-1.173,-0.664,-0.038,-0.47,-0.793
104,54,16.9,19.6,0,-2.205,-1.457,-1.175,-0.619,0.011,-0.435,-0.718
104,55,16.7,19.4,0,-2.318,-1.652,-1.386,-0.724,-0.258,-0.576,-0.949
104,56,15.7,18.6,0,-1.696,-1.383,-1.215,-0.669,0.008,-0.463,-0.727
104,57,15.5,18.5,0,-1.856,-1.357,-1.133,-0.573,0.056,-0.406,-0.692
104,58,14.7,17.4,0,-1.824,-1.224,-0.993,-0.514,0.106,-0.329,-0.603
104,59,18.5,23.2,0,-2.138,-1.42,-1.137,-0.613,0.014,-0.431,-0.781
104,60,17,20.9,0,-1.749,-1.254,-1.039,-0.538,0.081,-0.369,-0.71
104,61,17.4,21.9,0,-2.275,-1.507,-1.219,-0.635,-0.008,-0.449,-0.766
104,62,18.2,22.8,0,-2.338,-1.561,-1.265,-0.663,-0.035,-0.475,-0.775
104,63,19.5,23.5,0,-2.516,-1.523,-1.183,-0.646,-0.016,-0.457,-0.811
104,64,17.5,21.5,0,-2.159,-1.38,-1.097,-0.58,0.048,-0.393,-0.715
104,65,14.9,18.8,0,-2.001,-1.427,-1.181,-0.631,-0.002,-0.465,-0.759
104,66,15.3,17.9,0,-2.082,-1.316,-1.039,-0.527,0.102,-0.342,-1.36195
104,67,21.1,27.2,0,-2.489,-1.488,-1.144,-0.632,-0.002,-0.448,-0.867
104,68,15.4,19.1,0,-1.669,-1.285,-1.103,-0.558,0.056,-0.389,-0.667
104,69,15.7,22.1,0,-1.758,-1.451,-1.262,-0.68,-0.04,-0.519,-0.828
104,70,12.3,18,0,-1.033,-0.929,-0.878,-0.459,0.193,-0.266,-0.54
104,71,12.1,17.2,0,-1.215,-0.95,-0.839,-0.426,0.206,-0.228,-0.51
104,72,10.5,14,0,-1.084,-0.84,-0.738,-0.366,0.271,-0.163,-0.418
104,73,12.6,16.7,0,-1.517,-1.106,-0.94,-0.475,0.155,-0.285,-0.543
104,74,12.2,16.2,0,-1.338,-1.016,-0.888,-0.429,0.197,-0.25,-0.504
104,75,10.7,14.5,0,-1.124,-0.894,-0.799,-0.386,0.245,-0.185,-0.412
104,76,10.7,15.2,0,-1.15,-0.915,-0.819,-0.399,0.226,-0.221,-0.469
104,77,8.7,12.9,0,-0.723,-0.668,-0.653,-0.303,0.341,-0.112,-0.342
104,78,9.2,13.9,0,-0.931,-0.783,-0.725,-0.348,0.288,-0.156,-0.397
104,79,11,14.5,0,-1.164,-0.933,-0.831,-0.378,0.253,-0.206,-0.44
104,80,9.3,12.9,0,-1.082,-0.812,-0.709,-0.303,0.324,-0.131,-0.367
104,81,11.8,15.5,0,-1.628,-1.059,-0.864,-0.362,0.264,-0.181,-0.464
104,82,19,23,0,-2.317,-1.397,-1.081,-0.593,0.031,-0.408,-1.36195
104,83,13.6,18.6,0,-1.651,-1.045,-0.827,-0.473,0.155,-0.292,-0.599
104,84,10.3,15,0,-1.191,-0.803,-0.679,-0.331,0.3,-0.126,-0.374
104,85,8.1,12.2,0,-0.682,-0.631,-0.615,-0.26,0.365,-0.105,-0.34
104,86,9.7,15.2,0,-1.416,-1.235,-1.046,-0.618,0.247,-0.32,-0.522
104,87,7.4,12.6,0,-0.68,-0.558,-0.52,-0.252,0.392,-0.07,-0.287
104,88,5.6,9.6,0,-0.459,-0.427,-0.428,-0.164,0.485,0.018,-0.227
104,89,6.5,10.1,0,-0.628,-0.528,-0.498,-0.191,0.445,-0.014,-0.239
104,90,6.5,9.6,0,-0.561,-0.486,-0.467,-0.178,0.463,-0.006,-0.225
104,91,7.7,14.7,0,-0.846,-0.727,-0.678,-0.331,0.304,-0.134,-0.412
104,92,4.4,9.8,0,-0.237,-0.308,-0.364,-0.153,0.513,0.041,-0.153
104,93,5.6,9.8,0,-0.274,-0.367,-0.423,-0.17,0.49,0.006,-0.232
104,94,5.6,10.4,0,-0.396,-0.534,-0.579,-0.261,0.407,-0.097,-0.303
104,95,6.7,10.3,0,-0.311,-0.462,-0.54,-0.218,0.43,-0.032,-0.237
104,96,4.4,7.8,0,-0.164,-0.4,-0.491,-0.222,0.444,-0.036,-0.211
104,97,6.2,12.2,0,-0.619,-0.655,-0.66,-0.323,0.327,-0.115,-0.42
104,98,7.1,11,0,-0.417,-0.526,-0.573,-0.239,0.398,-0.049,-0.259
104,99,10.6,15.7,0,-1.175,-0.889,-0.779,-0.389,0.247,-0.2,-0.432
104,100,9.2,13.5,0,-0.956,-0.78,-0.708,-0.323,0.325,-0.133,-0.332
104,101,10.4,16.9,0,-1.057,-0.834,-0.749,-0.381,0.276,-0.176,-0.431
104,102,13,21.9,0,-1.369,-1.032,-0.891,-0.469,0.165,-0.269,-1.36195
104,103,3,7,0,-0.056,-0.601,-0.684,-0.446,0.342,-0.252,-0.274
104,104,1.2,3.2,0,0.509,0.104,-0.108,0.03,1.201,0.248,0.076
104,105,3.9,7.6,0,-0.04,-0.272,-0.372,-0.154,0.536,0.047,-0.178
104,106,2.7,7.2,0,0.128,-0.101,-0.227,-0.065,0.701,0.13,-0.058
104,107,1.6,4.2,0,0.463,0.093,-0.088,0.013,1.078,0.227,0.055
104,108,2.7,6.6,0,0.032,-0.138,-0.239,-0.047,0.906,0.146,-0.036
104,109,5.6,10.8,0,-0.431,-0.418,-0.425,-0.178,0.472,0,-0.223
104,110,7.5,15.5,0,-0.706,-0.6,-0.565,-0.283,0.366,-0.102,-0.368
104,111,7.5,12.6,0,-0.779,-0.589,-0.513,-0.242,0.403,-0.06,-0.267
104,112,4.4,9.3,0,-0.426,-0.391,-0.384,-0.143,0.528,0.022,-0.17
104,113,3.2,6.9,0,0.062,-0.132,-0.249,-0.069,0.638,0.117,-0.049
104,114,5.6,9.7,0,-0.27,-0.338,-0.388,-0.16,0.484,0.016,-0.182
104,115,10.4,15.4,0,-1.021,-0.732,-0.617,-0.331,0.306,-0.154,-0.442
104,116,6.3,10.1,0,-0.199,-0.329,-0.413,-0.174,0.471,-0.027,-0.227
104,117,8.1,12.5,0,-0.588,-0.523,-0.501,-0.239,0.394,-0.068,-0.323
104,118,8.4,12.6,0,-0.451,-0.46,-0.481,-0.244,0.394,-0.074,-0.313
104,119,14.5,22.1,0,-1.709,-1.081,-0.85,-0.51,0.117,-0.321,-0.597
104,120,9.9,15.6,0,-0.762,-0.617,-0.568,-0.319,0.32,-0.13,-0.378
104,121,14.7,23.7,0,-1.455,-1.027,-0.856,-0.505,0.128,-0.324,-0.638
104,122,16.1,20.6,0,-1.384,-1.012,-0.837,-0.508,0.123,-0.322,-0.609
104,123,12.1,15,0,-0.749,-0.653,-0.606,-0.34,0.29,-0.173,-0.468
104,124,10.7,14.4,0,-0.542,-0.541,-0.549,-0.305,0.334,-0.137,-0.412
104,125,9.7,13.3,0,-0.605,-0.54,-0.52,-0.273,0.353,-0.104,-0.353
104,126,12.4,15.6,0,-1.53,-0.927,-0.706,-0.387,0.244,-0.217,-0.519
104,127,11.9,18.1,0,-1.26,-0.867,-0.708,-0.379,0.244,-0.218,-0.529
104,128,11.1,17.6,0,-0.776,-0.686,-0.645,-0.364,0.266,-0.199,-0.483
104,129,10.4,15.6,0,-0.755,-0.643,-0.592,-0.325,0.308,-0.154,-0.416
104,130,9.8,17.3,0,-1.281,-0.839,-0.682,-0.435,0.173,-0.254,-0.527
104,131,7.1,13.8,0,-0.466,-0.449,-0.439,-0.356,0.267,-0.15,-0.353
104,132,4.5,8.4,0,-0.076,-0.225,-0.297,-0.197,0.458,0.008,-0.121
104,133,5.6,11.6,0,-0.611,-0.473,-0.417,-0.232,0.399,-0.048,-0.219
104,134,8.5,14.1,0,-0.867,-0.662,-0.589,-0.291,0.342,-0.109,-0.374
